fromCity,toCity,departureTime,passengers,airline
Manila,Karachi,1465923300000,350,CE-370
Faridabad,Pimpri,1465158480000,40,OG-727
Tokyo,Multan,1465833840000,522,FI-574
Seoul,Kabul,1465063560000,212,AD-656
Ahmadabad,Gujranwala,1464613980000,81,NS-597
Tokyo,Yangzhou,1464545520000,508,NS-327
Oslo,Paris,1464624600000,46,FI-865
Zhanjiang,Ho Chi Minh City,1466212980000,65,FI-785
Glasgow,London,1465015920000,127,WK-783
Yekaterinburg,Tokyo,1464507180000,520,SI-515
Jalandhar,Delhi,1465306440000,186,NS-298
Luanda,Accra,1465643820000,75,AD-893
Guangzhou,Kuala Lumpur,1464341520000,73,QI-912
Nizhniy Novgorod,Moscow,1465687860000,185,WK-465
Madrid,Tangier,1465045740000,62,SC-352
Nanchang,Nanning,1464526620000,42,RK-684
Jaboatão,São Paulo,1464297900000,170,HN-804
Faisalabad,Bikaner,1464912780000,48,NS-194
Bengbu,Tokyo,1465342380000,509,QM-933
Mexico,Indianapolis,1464437700000,150,EA-631
Huainan,Jiangmen,1464700260000,24,AD-726
Monterrey,Austin,1465392240000,28,DN-900
Kunming,Calcutta,1466629200000,89,SC-901
New Delhi,Wuhan,1466025660000,240,QI-507
Belo Horizonte,Duque de Caxias,1464498900000,50,WI-235
Pietermaritzburg,Durban,1466097720000,61,QM-470
Tokyo,Rostov-na-Donu,1465811160000,517,KG-966
Jakarta,Shaoguan,1465396080000,145,WK-741
Delhi,Aurangabad,1464246900000,189,AM-684
Bombay,Sofia,1464279240000,218,QM-809
Huaibei,Datong,1464203100000,31,QM-782
Wahran,Málaga,1464255960000,19,SI-827
Riyadh,Nairobi,1464898380000,98,SK-849
Shanghai,Wuhan,1464501660000,298,SI-451
Madras,Maisuru,1466122200000,82,SC-606
Guatemala City,Managua,1464340020000,33,FI-138
Zhangzhou,Manila,1465034760000,175,CE-337
San Luis Potosí,Guatemala City,1466193000000,26,TX-108
Petaling Jaya,Ho Chi Minh City,1466729220000,63,DN-473
Peshawar,Ulhasnagar,1465400100000,27,HN-917
Taipei,New Delhi,1465158840000,213,SI-322
Pingdingshan,Yancheng,1466521500000,24,SC-763
Tokyo,Xinyang,1464793080000,525,UA-902
Hamburg,Bucharest,1466194860000,57,WI-770
Cairo,Kermanshah,1464528660000,135,EA-654
Jabalpur,Bombay,1465255380000,217,UA-953
Ho Chi Minh City,Jakarta,1465375380000,190,HN-381
Manila,Jinan,1466011980000,198,SK-849
Naples,Algiers,1465119000000,47,KG-913
Houston,Los Angeles,1466560680000,93,TX-243
Juarez,San Luis Potosí,1465979280000,33,RK-680
Multan,Bhilai,1465777260000,32,WK-320
Delhi,Aligarh,1464396300000,185,EA-955
Sofia,Riyadh,1464464280000,71,UA-585
Stockholm,Oslo,1466171760000,32,AD-653
Antipolo,Tokyo,1464277320000,508,SK-181
Kochi,Pune,1466139060000,56,NS-890
Bhiwandi,Karachi,1464184200000,195,AD-560
Langfang,New Delhi,1465974360000,185,KG-699
Jinzhou,Huaibei,1466537700000,23,QI-516
Yantai,Hangzhou,1465759440000,41,TX-692
Taiyuan,Karachi,1465317240000,227,UA-520
Luancheng,Foshan,1466413500000,19,FI-561
Jakarta,Shaoguan,1466287560000,145,CE-102
Lahore,Novosibirsk,1466228340000,122,AD-225
Istanbul,Benghazi,1466585760000,165,UA-641
Patna,Chengdu,1465206000000,88,SC-826
Goiânia,São Bernardo do Campo,1464330720000,30,QI-450
Hefei,Tokyo,1464681840000,522,RK-804
Cairo,Saint Petersburg,1464160800000,187,KG-920
Wuhan,Taipei,1464848520000,106,NS-200
Yancheng,Seoul,1465831620000,173,KG-184
Krasnodar,Bombay,1466466180000,211,QM-730
Ulyanovsk,Nizhniy Novgorod,1465620060000,30,CE-676
Bogotá,Indianapolis,1465852200000,125,WK-341
Xiamen,Hengyang,1465031880000,21,AD-258
Bombay,Thana,1466732220000,225,EA-316
Thana,Indore,1465255500000,52,NS-645
Kaohsiung,Handan,1465443600000,45,WI-218
Oslo,Berlin,1464573780000,66,SC-914
New York,Nashville,1465507560000,137,WI-840
Jaboatão,São Gonçalo,1464779160000,26,HN-367
Tbilisi,Saratov,1466440560000,30,TX-877
Bahawalpur,Chandigarh,1465989780000,23,NS-376
Jiangmen,Seoul,1466625240000,172,QM-708
London,Voronezh,1466358840000,131,KG-352
Dhaka,Calcutta,1465129740000,176,TX-549
Bangkok,Shanghai,1465881180000,313,WK-148
Athens,Rome,1465381080000,53,KG-757
Kiev,Ankara,1466167140000,95,QM-397
Kabul,Irbil,1465817520000,63,DN-994
Bucharest,Beirut,1466100240000,49,WI-759
Oklahoma City,Memphis,1464997560000,18,WK-441
Tashkent,Kazan,1464962580000,48,UA-891
Tianjin,Jakarta,1465549860000,195,KG-697
Aurangabad,Bhiwandi,1465377780000,27,RK-281
Handan,Hengyang,1465017840000,33,AM-342
Luanda,Abeokuta,1464973380000,53,NS-226
Wuhan,Zhangjiakou,1464254160000,77,QM-609
Vilnius,Istanbul,1465267020000,164,OG-355
Kabul,Karachi,1466319720000,233,TX-642
Kermanshah,Yerevan,1464278760000,29,SI-965
Omsk,Delhi,1464867360000,191,RK-347
Kazan,New Delhi,1464294060000,191,QI-328
Zhangdian,Seoul,1465670340000,174,UA-305
Lahore,Maisuru,1465651440000,114,OG-856
Delhi,Asansol,1465530300000,181,NS-881
Manila,Qinhuangdao,1465494300000,177,AD-170
Karachi,Riga,1466323980000,196,OG-335
Moscow,Zaporizhzhya,1464703860000,177,RK-382
Bogotá,Fortaleza,1466728080000,151,SK-359
Alexandria,Adana,1465316400000,80,FI-283
Dehra Dun,Manila,1465158360000,174,CE-869
Qinhuangdao,Hefei,1466719080000,34,OG-976
Las Vegas,Los Angeles,1464978360000,70,WK-389
Bucharest,Kayseri,1464818640000,39,SI-870
Sofia,Vienna,1464755940000,41,EA-167
Datong,Shanghai,1466129100000,248,QI-689
Guntur,Lahore,1464508200000,108,SK-780
New Delhi,Vijayawada,1465623600000,187,FI-878
Oslo,Saint Petersburg,1464874440000,77,QI-873
Monterrey,Bogotá,1465511100000,130,AM-635
Lagos,João Pessoa,1465977900000,149,TX-817
Faisalabad,Pune,1465908480000,86,OG-340
Dallas,Houston,1465840980000,51,SI-295
Bangalore,Amritsar,1464945540000,95,SI-142
Karachi,Esfahan,1466152020000,209,WI-102
Durban,Tembisa,1464326640000,57,SC-945
Cairo,Karachi,1465404180000,307,RK-606
Kota,Bareli,1466231040000,23,HN-504
Birmingham,Barcelona,1464938280000,40,NS-711
Vienna,Paris,1466487660000,58,RK-398
Prague,Stuttgart,1466373540000,27,RK-611
Shanghai,Faridabad,1464305580000,252,WI-636
Antananarivo,Durban,1466409360000,71,AM-999
Kunming,Dhaka,1464245340000,119,WK-192
Aurangabad,Gwalior,1465762320000,30,AM-922
Istanbul,Gaziantep,1464344280000,172,UA-378
Taipei,Huainan,1466119860000,56,WI-434
Tangshan,Tokyo,1464717780000,532,EA-543
Changchun,Jilin,1466111340000,70,HN-737
Zaragoza,Casablanca,1464417000000,67,OG-249
Karachi,New Delhi,1464958740000,358,RK-608
Hyderabad,Shanghai,1466292480000,289,DN-160
Zhuzhou,Peking,1464420420000,130,EA-604
Wenzhou,Neijiang,1465437420000,22,KG-360
Karachi,Ghaziabad,1464699420000,203,TX-206
Shenyang,Hiroshima,1465513620000,73,SK-994
San Luis Potosí,San Antonio,1464739860000,30,EA-213
Taipei,Saitama,1464921840000,57,QI-461
Seoul,Wuhan,1466038320000,230,WK-605
Kinshasa,Onitsha,1466525760000,132,KG-336
Bareli,Bangkok,1466449500000,92,UA-106
Hubli,Madras,1465062780000,82,AM-496
Moscow,Tripoli,1464768540000,183,SK-496
Jiddah,Aleppo,1466605500000,74,FI-115
Peking,Maanshan,1466218320000,127,WI-745
Ludhiana,Tokyo,1466502960000,524,OG-206
Tokyo,Jabalpur,1465506780000,516,EA-354
Bogotá,Medellín,1464701700000,144,NS-574
Matola,Beira,1466180400000,17,WI-624
Manila,Zhangjiakou,1466265900000,176,UA-330
São Paulo,Osasco,1464325020000,169,RK-987
Karachi,Aurangabad,1465473360000,200,TX-286
Taiyuan,Handan,1464838800000,64,WI-615
Peking,Baoding,1465073820000,134,CE-939
New Delhi,Srinagar,1466419560000,189,AM-821
Huaibei,Jinzhou,1465598640000,23,UA-992
Chongqing,Jabalpur,1465540500000,79,WK-620
Changzhou,Yangzhou,1465252560000,23,WK-130
Johannesburg,Luanda,1466569140000,76,RK-617
Pingdingshan,Bombay,1466530380000,215,DN-325
Lakhnau,Amravati,1464444660000,48,KG-946
Kano,Kaduna,1466229540000,82,TX-110
Santo Domingo,Managua,1466026980000,53,AM-513
Moscow,Cairo,1465700160000,287,QI-451
Ulhasnagar,Bombay,1465983780000,209,AM-576
New Delhi,Palembang,1464469620000,193,AD-375
Huaibei,Huainan,1466648820000,30,DN-904
Qingdao,Kitakyushu,1464948480000,41,AM-702
Moscow,Sargodha,1465282320000,173,WK-222
Cairo,Riga,1464272760000,134,CE-732
Dar es Salaam,Mogadishu,1464753180000,84,HN-955
Jabalpur,Bahawalpur,1466003580000,25,KG-329
Lahore,Chelyabinsk,1464865860000,117,NS-418
Taian,Tokyo,1465033560000,511,UA-230
Bhubaneswar,Warangal,1464857460000,20,FI-435
Cairo,Ahvaz,1464982380000,136,KG-242
Bamako,Enugu,1464392400000,30,SI-647
Madras,Kathmandu,1466361540000,81,SI-341
Hai Phong,Tokyo,1464240720000,509,SC-523
Mandalay,Kathmandu,1465638480000,31,RK-959
Xian,Tianjin,1465310640000,122,SK-780
Nanchang,Changzhou,1465101360000,44,SI-504
Volgograd,Krasnodar,1464989280000,26,KG-599
Asansol,Chengdu,1466167920000,70,OG-914
London,Belgrade,1464489900000,135,FI-211
Moscow,Nizhniy Novgorod,1465775520000,185,QM-592
Banjarmasin,Jakarta,1464624780000,144,AM-587
Mudanjiang,Niigata,1465385700000,18,OG-824
Zigong,Lanzhou,1464474660000,33,OG-308
Rajshahi,Delhi,1466575260000,184,AM-322
Gujranwala,New Delhi,1465947840000,195,WI-548
Bangalore,Aligarh,1465470480000,90,AD-855
Riga,Karachi,1465875300000,196,CE-591
Tlalnepantla,Ecatepec,1466334960000,40,SC-816
Acapulco,Veracruz,1464589200000,19,WK-793
Calcutta,Guwahati,1466307780000,87,SC-877
Port-au-Prince,Jacksonville,1465934340000,32,TX-476
Tokyo,Pingdingshan,1465203960000,514,WI-841
Liuzhou,Wuhan,1465636680000,78,QI-726
New Delhi,Gaziantep,1466479620000,190,AM-897
Jodhpur,Bhavnagar,1466245920000,23,OG-698
Tangerang,Seoul,1465755900000,185,FI-426
Karachi,Amritsar,1465385520000,202,TX-733
Hyderabad,Bhubaneswar,1465496940000,69,RK-604
New Delhi,Tiruchchirappalli,1466053740000,185,SK-700
Seoul,Yueyang,1465041720000,172,KG-421
Seoul,Shaoguan,1465180080000,173,DN-920
La Paz,Lima,1465122840000,134,UA-962
Wuxi,Xingtai,1465185480000,27,SC-392
Zhangzhou,Wuhu,1464870960000,17,SC-697
Caracas,Barquisimeto,1464759120000,41,TX-767
Aden,Jiddah,1465983240000,49,SI-348
Fushun,Huaiyin,1466073480000,31,KG-466
Shanghai,Calcutta,1465249020000,305,AM-620
Tokyo,Shiraz,1466036940000,519,OG-807
Ghaziabad,Shihezi,1466652480000,28,AD-592
Belgrade,Zagreb,1466355660000,28,SI-732
Thiruvananthapuram,Sholapur,1464866340000,28,NS-868
Monterrey,Oklahoma City,1464149700000,26,WI-279
Benoni,Kinshasa,1466096940000,133,WK-591
Rangoon,Ho Chi Minh City,1465734960000,126,KG-832
Hanoi,Bangkok,1464470520000,103,CE-325
Surabaya,Petaling Jaya,1465275000000,45,SK-692
Seoul,Qingdao,1466089620000,190,OG-846
Bhubaneswar,Tokyo,1465102500000,512,UA-612
New Delhi,Zhanjiang,1464829080000,183,WI-114
New Delhi,Ahmadabad,1465773780000,232,WI-817
Chengdu,Madras,1464827880000,131,HN-798
Qingdao,Manila,1466456940000,191,QI-790
Pingdingshan,Dalian,1464547140000,46,TX-319
Helsinki,Warsaw,1465393560000,35,TX-394
Cairo,New Delhi,1466327040000,296,RK-347
Maanshan,Kobe,1465700280000,32,NS-854
Orumiyeh,New Delhi,1465744980000,183,SK-692
Bogor,Padang,1465854060000,25,SC-595
Prague,Stuttgart,1464750600000,27,CE-242
Ghaziabad,Lahore,1464776700000,119,AD-269
Shenyang,Nagoya,1466604060000,90,WK-887
Xinyang,Bombay,1464615180000,226,NS-631
Tabriz,Tbilisi,1466473200000,39,DN-500
Semarang,Yogyakarta,1465650720000,30,UA-957
Ha Noi,Yueyang,1465276200000,31,SI-844
Taipei,Yingkou,1464453000000,49,UA-127
Thana,Bombay,1466147580000,225,FI-500
Damascus,Cairo,1465639800000,147,TX-744
Bombay,Kano,1466364000000,259,WI-898
Brasília,Natal,1465285080000,47,SI-764
Kaifeng,Fuxin,1465897500000,20,HN-601
Tokyo,Barnaul,1465933740000,509,HN-538
Kolhapur,Surat,1466292960000,54,QI-129
Bengbu,Lanzhou,1464261600000,31,OG-393
Alexandria,Sarajevo,1465428420000,71,UA-475
Karachi,Peshawar,1464459120000,204,CE-274
Baghdad,Arak,1466602560000,98,FI-973
Singapore,Petaling Jaya,1465588920000,64,KG-307
Calcutta,Gujranwala,1465247640000,95,AD-824
Manila,Neijiang,1465233420000,174,KG-630
Kumasi,Niamey,1465062060000,35,KG-866
Athens,Sarajevo,1465746960000,22,TX-433
Manaus,Medellín,1466553780000,57,QM-944
Guntur,Lakhnau,1466721960000,47,CE-962
Ibadan,Bangui,1465180440000,67,QI-194
Bengbu,Hanoi,1466623920000,31,QI-746
Xianyang,Lanzhou,1464914700000,38,SI-237
Delhi,Lanzhou,1464419100000,196,AD-735
Port Said,Bayrut,1464170520000,28,CE-859
Accra,Lagos,1465626660000,170,UA-179
Riyadh,Esfahan,1465881180000,79,EA-588
Sokoto,Abidjan,1464756960000,67,HN-962
Funabashi,Kitakyushu,1464773220000,24,UA-267
Rawalpindi,Kerman,1465667280000,36,UA-570
Varanasi,Madras,1465176180000,87,UA-766
Guntur,Asansol,1465880760000,16,DN-415
Rangoon,Varanasi,1465651200000,89,EA-753
Zaragoza,Belfast,1464311640000,19,QM-709
Moscow,Novosibirsk,1465222980000,187,WI-850
Dublin,Moscow,1466106720000,181,OG-298
Kuala Lumpur,Madras,1466394360000,91,QI-573
Tokyo,Srinagar,1466136300000,515,SK-704
Maanshan,Chengdu,1464442500000,71,SK-655
Istanbul,Sarajevo,1465365480000,166,RK-449
Puyang,Luoyang,1464737280000,32,AM-753
Marseille,Lagos,1464739980000,152,QI-871
Wuhan,Shaoyang,1464875100000,76,AD-575
Bombay,Ghaziabad,1464516420000,220,DN-470
Mogadishu,Nairobi,1466087160000,84,HN-349
Madrid,Bremen,1464636720000,57,UA-306
Wroclaw,Sofia,1466274300000,26,SI-473
Shaoyang,Qingdao,1465966080000,36,RK-103
Aden,Karachi,1465125240000,193,TX-803
New Delhi,Novosibirsk,1465612260000,196,EA-739
Alexandria,Karachi,1466594160000,245,NS-883
Lagos,Maiduguri,1465762920000,157,WI-913
Madras,Raipur,1464149760000,79,FI-690
Datong,Xuzhou,1464152220000,35,SC-516
Ha Noi,Calcutta,1466212380000,96,QM-651
Tunis,Madrid,1466409720000,60,NS-574
Bursa,Sarajevo,1464708060000,33,OG-712
Bangkok,Maisuru,1464817680000,94,KG-353
Harbin,Tokyo,1466455860000,551,CE-376
Nanjing,Zhenjiang,1465310340000,59,SC-621
Qingdao,Rongcheng,1466632560000,41,SI-124
Jakarta,Kota,1465681020000,147,RK-763
Harare,Tembisa,1465618500000,43,AM-842
Ha Noi,Pingdingshan,1464701640000,36,WK-274
New Delhi,Ranchi,1465188720000,188,SI-557
Tokyo,Jiamusi,1466182440000,508,SI-836
Guilin,Pingdingshan,1465540380000,24,SC-561
Ludhiana,Tokyo,1464834060000,524,WI-898
Kunming,Rangoon,1465712580000,87,SC-461
Konya,Alexandria,1466171520000,74,CE-784
Hiroshima,Sagamihara,1465760220000,28,QI-166
Soweto,Lubumbashi,1466087880000,48,EA-466
Zhangdian,Zhuzhou,1464197460000,21,SC-395
Toronto,Detroit,1465576560000,87,HN-128
Cangzhou,Manila,1465447920000,174,WK-272
Guangzhou,Qingdao,1466454780000,76,EA-726
Aurangabad,Sargodha,1465084680000,24,CE-899
Hyderabad,Dubai,1464462120000,75,QI-126
Gaziantep,Baghdad,1464667620000,107,SC-776
Shanghai,Bhiwandi,1466396880000,243,NS-448
Port-au-Prince,Tegucigalpa,1464473820000,33,SI-106
Izmir,Kayseri,1466591820000,49,QI-316
Rangoon,Hubli,1465738380000,84,FI-296
Kota,Bombay,1465579200000,213,AD-764
New Delhi,Kiev,1466384880000,213,WK-920
Guntur,Warangal,1465859880000,17,UA-511
Madurai,Tokyo,1465291620000,514,HN-687
Rangoon,Medan,1464903900000,98,HN-232
Padang,Kuching,1464997860000,22,SK-904
Xianyang,Tokyo,1465680480000,516,HN-261
Kinshasa,Lagos,1464257280000,263,QI-449
Delhi,Jilin,1466292960000,203,AM-516
Huaibei,Tokyo,1464746220000,514,OG-501
Shanghai,Indore,1465655220000,261,QM-853
Tokyo,Hangzhou,1466201160000,529,AD-311
Calcutta,Lanzhou,1464363780000,96,EA-789
Brasília,Fortaleza,1465417980000,73,KG-663
Irbil,Karachi,1464189180000,199,WK-770
Delhi,Jakarta,1466629860000,309,SK-208
Guiyang,Tianjin,1464181380000,78,DN-242
Montevideo,Tucuman,1466574300000,33,AD-951
Pimpri,Indore,1465879800000,49,SI-198
New York,San Nicolás de los Garza,1465551240000,136,HN-744
Tbilisi,Riyadh,1464723120000,71,SC-913
Denver,Toronto,1465840980000,82,WI-195
Qiqihar,Shenyang,1465379460000,69,FI-489
Alexandria,Addis Abeba,1464238440000,104,HN-658
Harbin,Suzhou,1465129080000,72,RK-404
Guatemala City,Tokyo,1466021340000,515,AM-869
Chandigarh,Bhiwandi,1465838760000,25,AM-233
Libreville,Lagos,1465087200000,148,FI-653
Ho Chi Minh City,Luoyang,1466449920000,77,TX-450
Tangier,Marrakesh,1466454600000,28,WK-162
Fuzhou,Tokyo,1465433820000,518,KG-564
Shiraz,Cairo,1465407540000,142,EA-104
Nantong,Taipei,1464851460000,50,RK-338
Pimpri,Bangalore,1464163260000,98,UA-925
Karachi,Kigali,1465803600000,196,UA-449
Taiyuan,Rongcheng,1466076540000,59,NS-451
Zagreb,Budapest,1465257720000,38,WI-166
Ulaanbaatar,New Delhi,1465759260000,186,HN-106
Tokyo,Ningbo,1466239620000,511,SI-689
Anshan,Chongqing,1464616620000,82,QM-392
Shanghai,Taipei,1465680180000,271,WI-141
Hyderabad,Phnum Pénh,1465046640000,82,WK-514
Tokyo,Vadodara,1464877080000,522,EA-767
Hohhot,Wuhu,1465780320000,20,QI-870
Khartoum,Damascus,1466144700000,56,WK-181
Madurai,Indore,1465174440000,43,UA-422
Delhi,Ludhiana,1466699280000,198,NS-249
Recife,São Paulo,1464636420000,182,AM-694
Shaoguan,Manila,1465284660000,175,KG-458
Lahore,Multan,1464917400000,123,HN-197
Benghazi,Kinshasa,1465938000000,134,SC-176
Santiago,Cuiabá,1465434000000,85,FI-821
Jakarta,Bangkok,1465992900000,216,AM-996
Wuhan,Ha Noi,1464280800000,89,SC-602
Qingdao,Huainan,1464362220000,42,QI-768
Moscow,Penza,1465969740000,173,RK-488
Shanghai,Vladivostok,1465168860000,241,RK-428
Bhavnagar,Tokyo,1466576280000,508,WI-188
Nantong,Taian,1466685900000,22,WI-694
Bangalore,Kathmandu,1464724920000,90,WI-213
Guwahati,Bangalore,1466340600000,92,HN-687
Jodhpur,Kalyan,1465734360000,34,UA-943
Delhi,Dar es Salaam,1464545280000,216,SK-589
Uberlândia,Santiago,1465200300000,85,RK-335
Hanoi,Huainan,1466206620000,39,HN-160
Lusaka,Beira,1464972600000,28,AM-683
Athens,Aleppo,1466682060000,45,SK-305
Jakarta,Xian,1466303580000,198,SK-953
New York,Montreal,1464239880000,180,WI-348
Jerusalem,Lagos,1465177020000,150,WI-780
Oyo,Abidjan,1465276200000,70,WI-940
Ankara,Istanbul,1465783860000,211,WK-169
Xian,Yueyang,1466404800000,71,WK-412
Konya,Alexandria,1466356200000,74,DN-461
Srinagar,Hubli,1465398540000,28,KG-308
Kaohsiung,Taipei,1466486040000,63,AD-606
Seoul,Jinzhou,1466659740000,173,TX-334
Manila,Jiaozuo,1465409880000,174,AD-736
Rio de Janeiro,Santo André,1464979560000,106,NS-170
Sholapur,Bombay,1465471080000,217,SC-170
Liaoyang,Yingkou,1465086960000,20,EA-189
Fuxin,Liaoyang,1465183980000,21,AD-294
Pingdingshan,Changchun,1465602420000,54,TX-172
Qingdao,Tokyo,1466459040000,526,SK-769
Bombay,Bandung,1465572360000,228,SC-951
Ludhiana,Chengdu,1466147640000,87,AD-955
Ulhasnagar,Bangalore,1465898760000,86,NS-339
Kerman,Tokyo,1465041240000,509,NS-399
Amritsar,Moradabad,1466214120000,28,UA-919
Kathmandu,Chengdu,1464898500000,75,OG-475
Taipei,Seoul,1465397820000,203,EA-486
Zhuhai,Shanghai,1464376200000,239,AM-262
Tokyo,Changchun,1465897380000,540,AD-317
Kanpur,Calcutta,1464564900000,118,RK-481
Faridabad,Bangkok,1465436100000,101,AD-838
Zigong,Peking,1464609180000,129,AM-507
Tangier,Marrakesh,1464935280000,28,WI-266
Selam,Tokyo,1465059360000,512,SI-695
Kabul,New Delhi,1466462580000,221,SI-348
Xian,Karachi,1465556640000,247,AD-346
Tokyo,Khulna,1465696020000,521,KG-989
Mbuji-Mayi,Bangui,1466605620000,24,TX-317
Xinyang,Zhangjiakou,1465439760000,36,DN-885
Shanghai,Wuhan,1465242360000,298,KG-310
Taichung,Xiamen,1464315420000,26,CE-680
Kirkuk,Kerman,1465293300000,18,QM-639
Bombay,Bangui,1465745460000,212,FI-792
Stockholm,Riga,1464589920000,31,SI-928
Alexandria,Mecca,1466161560000,79,UA-576
Delhi,Baghdad,1464700200000,263,CE-536
Karachi,Addis Abeba,1465298940000,228,SK-784
Riyadh,Moscow,1465472100000,219,CE-752
Shanghai,Zhangzhou,1466132280000,241,KG-405
Khartoum,Kinshasa,1464634080000,155,UA-396
New Delhi,Srinagar,1466380380000,189,SI-569
Shanghai,Zhangjiakou,1466577060000,243,KG-401
Qingdao,Pingdingshan,1464456180000,40,AM-311
Baoding,Hefei,1465392660000,37,QM-851
Adana,Ankara,1465407720000,75,CE-850
Kabul,Ürümqi,1464801840000,72,OG-737
Karachi,Pune,1466323200000,231,WI-857
Srinagar,Moradabad,1466569020000,26,AM-207
Bombay,Minsk,1466230260000,229,NS-296
Shaoguan,Zhuhai,1464933600000,17,WI-614
Dalian,Taizhou,1466518260000,42,UA-701
Hefei,Shanghai,1465719180000,254,FI-446
Quetta,Madras,1465300860000,80,WI-914
Padang,Tokyo,1465666500000,513,WI-650
Ha Noi,Xingtai,1464466920000,32,SI-651
Tokyo,Bangkok,1466133840000,581,QI-752
Rangoon,Manila,1464708120000,236,SI-686
Frankfurt,Turin,1464344400000,23,DN-361
León,Toluca,1465969980000,25,NS-557
Bombay,Kobe,1464771300000,225,AM-158
Ogbomosho,Lagos,1465726020000,153,SI-544
Delhi,New Delhi,1464657660000,347,SK-739
Stockholm,Poznan,1465388760000,28,TX-649
Jaipur,Rajkot,1465026360000,61,EA-304
Hyderabad,Seoul,1465020660000,221,QM-752
Budapest,Cologne,1466575020000,42,AD-856
Johannesburg,Matola,1464629400000,40,SK-432
Wuxi,Ningbo,1464590100000,29,AM-869
Tiruchchirappalli,Bangkok,1465818840000,93,SC-464
Kigali,Kinshasa,1466097960000,135,DN-190
Huaibei,Xianyang,1464561660000,30,NS-681
Moradabad,Aligarh,1464586080000,23,QM-554
Vienna,Lvov,1464389880000,38,EA-426
Calcutta,Kabul,1465795020000,121,WI-572
Bombay,Khulna,1464944880000,222,WI-892
Bayrut,Kayseri,1465006740000,29,AM-534
Madras,Agra,1464313020000,91,TX-233
Hefei,Wuxi,1465394640000,39,TX-996
Istanbul,Helsinki,1466008740000,164,OG-289
Tokyo,Baghdad,1464669180000,590,CE-126
Paris,Fez,1465192140000,51,QM-654
Yantai,Tokyo,1464378900000,511,WK-641
Shiraz,Bombay,1466222700000,221,SI-233
Surabaya,Shanghai,1464972180000,269,AM-602
Allahabad,Visakhapatnam,1464177360000,33,SI-176
Chandigarh,Bikaner,1465687200000,23,SI-482
Delhi,Jodhpur,1466188980000,188,SI-904
Guangzhou,Nanjing,1464431580000,99,RK-413
Nashville,San Antonio,1464176040000,28,SK-878
Chihuahua,Mexico,1465438920000,149,NS-205
Kota,Surat,1465359900000,58,RK-740
Lagos,Conakry,1465007700000,169,SK-875
Santiago,São Gonçalo,1466489940000,91,UA-772
Durgapur,Madras,1464394260000,76,WI-213
Philadelphia,Quebec,1466516640000,33,NS-779
Mérida,Puebla,1465570500000,33,FI-226
Mashhad,Ludhiana,1465919820000,61,EA-167
Delhi,Bareli,1466458380000,185,HN-150
Nanchang,Wuhan,1466683800000,96,QI-256
Rasht,Tokyo,1465941300000,509,WI-927
Bhopal,Sholapur,1465462500000,41,QI-534
Hanoi,Karachi,1465197480000,207,QI-642
New York,Columbus,1466160660000,140,FI-750
Tokyo,Karachi,1466209080000,684,SC-706
Port Said,Gizeh,1466110020000,47,KG-501
Gwalior,Bhilai,1466213280000,23,SI-722
Shanghai,Shaoyang,1466281260000,242,QM-476
Orumiyeh,Rasht,1464153540000,19,AD-438
Rome,Berlin,1466709600000,95,NS-772
Puebla,Mexico,1464970140000,160,AM-436
Karachi,Peking,1466400480000,303,RK-528
Yantai,Luancheng,1465984560000,20,EA-750
Nanchang,Peking,1466261820000,148,QI-492
Kirkuk,Izmir,1464610680000,49,AD-661
Madurai,Rajkot,1466662140000,33,DN-855
Veracruz,San Luis Potosí,1465659360000,19,EA-393
Bikaner,Thana,1464972420000,32,CE-711
Brazzaville,Kinshasa,1466580060000,141,EA-758
Faisalabad,Gujranwala,1466650380000,61,DN-179
Baoding,Bangkok,1466337000000,96,AM-765
Petaling Jaya,Klang,1465317300000,22,AM-368
Tangerang,Malang,1465331220000,33,TX-886
Baghdad,Shiraz,1464540660000,109,CE-355
